,Unnamed: 0,Company_Name,Email_Address,Phone_Number,Address
230,230,Space at Bali Villas,info@.......com,0623 61731100,
231,231,Fa Lucky Space Advertising,luckyspace@.......com,0858-7849-0641,"Jln Ring Road Utara Casa Grande Kav.442 Sleman, Sleman Yogyakarta, 55282."
232,232,NALURI - Share & Download - GRATIS,ayo_download@.......co.id,0817-7578-9077,"Online, Jakarta West Java, 12345"
233,233,Space Age Plastic Industries,,0859-6411-9051,
234,234,The Heart Space Bali,,0877-6014-9615,"Nyuh Kuning Rd, MAS, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali, Ubud, Indonesia 80571"
235,235,IQOS Partner Believe Space,,0813-5103-8223,"Jl. Belatuk 10 &, Jl. Belatuk, Temindung Permai Sungai Pinang, Cafe Area, Samarinda, Kalimantan Timur 75243"
236,236,Isma Computer,ismacomputer@.......com,021 91701983,"Jl. Keamanan No. 48 RT. 003/05, Jakarta Timur Jakarta, 13430"
237,237,GENSET MURAH SEMARANG,kian.abaditechnics@.......com,0812-2800-0579,"WOLOGITO 2 NO 25, SEMARANG Central Java, 50146"
238,238,PD.Laris Jaya,pdlarisjaya@.......com,021 82495451,"raya narogong km 23, cileungsi West Java, 16820"
239,239,"BINTANG DIESEL JAYA,UD",bdj_27b@.......co.id,,"JL.TAMAN SARI RAYA NO. 27B, JAKARTA BARAT Jakarta, 11150"
240,240,AzTec Engineering,marketing.aztec@.......com,0856-2211-797,"Mustikajaya Grahaharapan C6/19, Bekasi West Java, 17158"
241,241,cipta mandiri,c.marine@.......com,0852-1470-5792,"jl:jati.I.no.36.rt003/010.kel:kebon bawang., tanjung priok Jakarta, 14320"
242,242,Expert Engine Part,sales@.......com,,"Block F8 kw 18,, 11550"
243,243,Sampurna Part Niaga,,,
244,244,Sentra Part Services,,031 8663903,"Jl Griyo Mapan Sentosa Fa I/9, Surabaya"
245,245,Kerja Part Time,yulinda_116@.......com,0856-9769-2870,"Tangerang Selatan, Tangerang Banten, 15416"
246,246,bekasi computer part,bcp_bekasicyberpark@.......com,021 8849051,"JL KH NOER ALI NO 177 BEKASI, Bekasi West Java, 17144"
247,247,SYNERGY AUTO PART,synergy_aut0@.......com,,"Jl. Jagir 100 Mangga 2 POT Blok C No.80-81, Surabaya West Java, 60254"
248,248,PT. CIPTA KARYA PRIMA,bubutck@.......com,,"Jl. Anyar Raya No. 56, West Jakarta Jakarta, 11460"
249,249,Sakura Central Solution,eddy@.......com,021 70060536,"Jalan Bangka Raya no. 110, Jakarta Jakarta, 12720"
250,250,Japan Motor Service,,021 4223521,"Jl. Kalilio No. 31 Senen, Jakarta Pusat Jakarta Raya, 10410"
251,251,Jual Brearker Hummer,yos_agp@.......com,0822-3165-0303,"Jl. Jemursari 2H, Surabaya East Java, 60237"
252,252,Service Forklift dan Rekondisi Battery Forklift,sales.kardesaude@.......com,0815-5102-470,"Jl Bandeng Raya No.196, Bekasi West Java, 17144"
253,253,Indovisual Service Projector Semarang,admin_semarang@.......com,,"Jl. Kartini No 42C, Semarang Central Java, 50125"
254,254,PT Sakura Central Solution,said.scs@.......com,0856-9589-9877,"Graha Obor II Lt.3 Suite F.305, jakarta Jakarta, 12720"
255,255,Jayalift mitra perkasa,jayalift@.......com,0896-3181-5081,"Jln. Poncol IV No. 31 A, Jati Padang, Pasar Minggu, Jakarta Selatan Jakarta, 12540"
256,256,Paras Ayu Salon & Spa,,0623 61283455,"Jl Danau Tondano 45A, Sanur BALI, 80228"
257,257,Grins And Giggles Party,grinsandgigglesparty@.......com,0361 7497244,
258,258,De Paris Bakery & Cake,,0251 8382676,"Jl Surya Kencana No299,, 16141"
259,259,Crystal Party Organizer & Agency,,031 5991048,"Kompl Laguna Indah Iv/P3-8, Surabaya"
260,260,JETSET Event & Party Organizer,,0815-5008-879,"Jl. Kenjeran 300 Ruko Center Point A-29, Surabaya East Java, 60134"
261,261,butik sophie paris online,,0821-2425-1618,"kp.cibuntu, bekasi East Java, 17520"
262,262,National Parks in India,,,"4, Khasa Kothi, Enrekang Maluku, 2011"
263,263,Donny Herlinda Compressor Parts Sales Pt,etrade.gaurav@.......com,021 8613890,"Jl I Gusti Ngurah Rai Kompl Tmn Buaran Indah I Bl Cc/1 B, Jakarta"
264,264,"Ducoo Metal Parts Manufacturing Co., Ltd.",,,"Kampus Unhas, Makassar South Sulawesi, 90213"
265,265,"Baochen Auto parts manufacturing Co.,ltd.",,,"jatiuwung tangerang Banten, 40115"
266,266,Suku Cadang Forklift,lina@.......com,021 5843557,"Jl. Raya Pos Pengumben No.39B, DKI Jakarta Jakarta, 11630"
267,267,tritunggaldharma,atrisumarti43@.......com,0813-1425-2228,"Jl. RAYA CELEUNGSI NO.35 KM 10 DESA CIPEUCANG - JONGGOL DKT TAMAN BUAH MEKARSARI BOGOR - JAWA BARAT, jakarta Jakarta, 13056"
268,268,PT. Pacific Tractor Indonesia,,021 42882103,"jalan Bungur Besar 17, block 7 No. B5, Jakarta Jakarta, 10610"
269,269,Bandingin.com (PT Spark Integrated Solutions),digitalmkt@.......com,021 5812843,"DE 18 Plaza Kedoya Elok DE-18, Jl. Panjang Raya, Kedoya Selatan, Kebon Jeruk, Jakarta Barat, 11520, Kebon Jeruk DKI Jakarta, Indonesia 11520"
270,270,IQOS Partner D'Royal Coffee Space,,1 500 975,"Jl. Merdeka Barat No.44, Lancang Garam, Kec. Banda Sakti Kota Lhokseumawe, Aceh, Lhokseumawe, Aceh 24355"
271,271,IQOS Partner Meraki Coffee & Space,,1 500 975,"Jalan. DR. Sutomo No. 185, Pekiringan, Kec. Kesambi Cafe Area, Cirebon, Jawa Barat 45131"
272,272,Benzi Motorsport,benzimotorsport@.......com,021 28788030,"Mall Mega Glodok Kemayoran Lt. 6 Blok E 10 No. 1-2 Jakarta pusat, Jakarta Jakarta, 10360"
273,273,Prima Transmission,jetsetorganizer@.......com,021 6282060,"jl pangeran jayakarta no.121, Jakarta Jakarta, 10730"
274,274,Sparepartgenset Part Solution diesel,pacific.tractor@.......com,0816-4843-354,"jakarta Jakarta, 11440"
275,275,service forklift,sales@.......com,021 51159697,"polaga.tekhnik@gmail.com, tanjung priuk Jakarta, 14340"
276,276,CV. ANUGRAH METALINDO,,,"Jl. Batununggal Indah II No. 195, Bandung West Java, 40266"
277,277,Pelumas Agip Italia,sales@.......com,0812-2121-1109,"Jl Bojong Raya Bandung, Bandung East Java, 40245"
278,278,PELITA,pelita.sewing@.......com,031 5345944,"JL.BUBUTAN 107 i Surabaya, Surabaya East Java, 60111"
279,279,PELITA,partsolutiondiesel@.......com,031 3520719,"BUBUTAN 107 i., SURABAYA West Java, 60162"
280,280,Darma motor,pelita.sewing@.......com,,"Jl. Kebun kosong, Jakarta Jakarta, 13230"
281,281,Arisco Mandiri,mulyadi@.......com,021 62317681,"Komplek Mega Spare Parts, Jakarta Jakarta, 11150"
282,282,7292A Turned And Pressed Parts Plumbing And Sanitary Fittings,anugrahmetalindo@.......com,,"Jl. Jend. A. Yani No. 16, Sorongo Jawa Barat"
283,283,Dunia Terus Sentosa,,022 6033705,
284,284,Mitra Sarana Pratama,booking@.......com,,"Jl. Agung Utara Raya, Jakarta Jakarta, 11160"
285,285,Seven Auto Salon & Accessories,t_woko@.......com,0623 15010202,
286,286,TOP 1 Oli Sintetik Mobil-Motor Indonesia,polaga.tekhnik@.......com,,"Purwokerto Central Java, 43545"
287,287,OLI AGIP,marketing@.......com,0812-2121-1109,"Bojong Raya, Bandung West Java, 40113"
288,288,MEGA CAHAYA TEKNINDO,,,"Jakarta, Jakarta Jakarta, 11460"
289,289,PT. Surya Terang Pratama,t_woko@.......com,0812-1955-1260,"Attn. Bp. Acong, Jl. Panjang Arteri Kedoya No. 9A, Fl 3rd#105, Jakarta Barat Jakarta, 11520"
290,290,PT.KAGAWA SEJAHTERA INDONESIA,ariscomandiri@.......com,0267 4417481,"JL.Raya Citra Kebun Mas, Karawang West Java, 41371"
291,291,Suria Ban,,061 4532123,"JL. Timor, No. 21 C - D Perintis, Kecamatan Medan Timur, Kota Medan, 20232"
292,292,Pitstop Karawaci,,021 55776050,"Karawaci Ofice Park, blok A no.7, RT01/RW09, Lippo Karawaci, Tangerang, 15811"
293,293,UD Maju Ban,,0351 462467,"Jl. Jendral Urip Sumoharjo No.33, Manguharjo, Madiun, 63127"
294,294,Warna Warni Ban Serpong,,021 5397347,"Jalan Muhammad Husni Thamrin No.39 Panunggangan Pinang, Kota Tangerang, Banten 15143"
295,295,Sumber Rejeki Solo Baru,,0271 5722268,"Jl. Yos Sudarso, Tj. Ongih, Kwarasan, Sukoharjo., Surakarta, 57552"
296,296,SM Motorsport,,0812-3456-5438,"1 Jalan Panjang No.38 RW.11 Kebon Jeruk Kecamatan Kebon Jeruk, Kota Jakarta Barat, DKI Jakarta 11530"
297,297,CARSOME Denpasar Inspection Center,,021 50202030,"Pertokoan Marlboro 366 Jl Teuku Umar Barat No 366 Unit R4/R5,, Kec Denpasar Barat Padangsambian Klod, Denpasar 80117"
298,298,CARSOME Sawah Besar Inspection Center,,021 50202030,"Jl Sukarjo Wiryopranoto No 16C, RT3/RW1, Kecamatan Gambir,Kota Jakarta Pusat, Kec Gambir Daerah Khusus Ibukota, Jakarta 10120"
299,299,CARSOME Alam Sutera Experience Center,,021 50202030,"25 BC NOMOR B06 dan 07, Perumahan ALAM SUTERA,Alam Sutera, RUKO JALUR SUTERA, Tangerang Tangerang Selatan, Banten 15143"
300,300,CARSOME Bekasi Experience Center,,021 50202030,"Jl A Yani No 78 & 79, RT005/RW001, Marga Jaya, Kec,Bekasi Sel., Kota Bks, Bekasi Selatan Jawa Barat, Bekasi 17141"
301,301,CARSOME Pondok Indah Experience Center,,021 50202030,"No 1A, Jl Sultan Iskandar Muda, Kby Lama Sel, Kec Kby Lama,Kota Jakarta Selatan, Kebayoran Lama Daerah Khusus Ibukota, South Jakarta 12240"
302,302,CARSOME Makassar Inspection Center,,021 50202030,"Jl AP Pettarani No 18,, Panakkukang Tamamaung, Sulawesi Selatan 90231"
303,303,CARSOME Balikpapan Inspection Center,,021 50202030,"Jl Bukit Damai Indah No 4/03,Sungai Nangka, Komplek, Balikpapan Kalimantan Timur, Kalimantan Timur 76114"
304,304,CARSOME Tasikmalaya Inspection Center,,021 50202030,"Jl HZ Mustofa No 291, Rt06/Rw03,, Kec Cihideung Tugujaya, Tasikmalaya 46126"
305,305,CARSOME Bogor Experience Center,,021 50202030,"Jl Raya Tajur No 109, RT01/RW05, Graha Mandiri,Kota Bogor, Tajur, Bogor Jawa Barat, DKI Jakarta 16134"
306,306,CARSOME Palembang Inspection Center,,021 50202030,"Jl Basuki Rahmat Ruko No 5 RT033, RW08, 20 Ilir DII,, Kemuning South Sumatera, Palembang 30151"
307,307,CARSOME Depok Experience Center,,021 50202030,"Jl Margonda Raya No 508, Evenciio Apartment, LD, Pondok Cina,Kecamatan Beji, Kota Depok, Depok Jawa Barat, Jawa Barat 16424"
308,308,CARSOME Puri Indah Experience Center,,021 50202030,"Jalan Puri Indah Raya, Blok R, Puri Indah CBD,Jakarta Barat, West Jakarta Kembangan, DKI Jakarta 11610"
309,309,CARSOME Yogyakarta Inspection Center,,021 50202030,"Jl Kaliurang Km 6, No 8,Ringroad Utara, Sleman Sariharjo, DI Yogyakarta 55281"
310,310,CARSOME Bandung Experience Center,,021 50202030,"Jl Soekarno Hatta No 241,Kota Bandung, Kopo, Kec Bojongloa Kaler Jawa Timur, Bandung 40223"
311,311,CARSOME Malang Experience Center,,021 50202030,"Jl Letjend S Parman No 93, Purwantoro,Kota Malang, Kec Blimbing Jawa Timur, Malang 65126"
312,312,CARSOME Serang Inspection Center,,021 50202030,"Jalan Tb Suwandi Lingk, Batok Bali,, Kec Ciracas Banten, Serang 42116"
313,313,CARSOME Bekasi Inspection Center,,021 50202030,"Jl Raya Siliwangi No 130 RT001/RW005,, Kec Rawalumbu West Java, Bekasi 17114"
314,314,CARSOME Kemang Inspection Center,,021 50202030,"Jl Kemang Timur No 21A, RT4/RW3, Bangka,Kec Mampang Prpt, Kota Jakarta Selatan, Mampang Prapatan Daerah Khusus Ibukota, South Jakarta 12730"
315,315,CARSOME Cibinong Inspection Center,,021 50202030,"Blok D No 1, Rukan Cibinong City Centre, Kelurahan Pakansari,Kota Bogor, Cibinong Kecamatan Cibinong, Bogor 16915"
316,316,CARSOME Surabaya Inspection Center,,021 50202030,"Jl Margorejo Indah No A112, Margorejo,Kec Wonocolo, Kota SBY, Kota Pekalongan Jawa Timur, Jawa Tengah 60238"
317,317,CARSOME Kelapa Gading Experience Center,,021 50202030,"No 64, Jalan Raya Barat Boulevard, Blok LC 7, Kecamatan,Kotamadya, Kelurahan Kelapa Gading Barat, Jakarta Utara Jakarta Utara, DKI Jakarta 14240"
318,318,CARSOME Semarang Inspection Center,,021 50202030,"Jl Brigjen Sudiarto No 127,, Kec Gayamsari Jawa Tengah, Kota Semarang 50282"
319,319,CARSOME Solo Inspection Center,,021 50202030,"Jl Ir Soekarno No 15/54, Dusun 3, Langenharjo,, Sukoharjo Jawa Tengah, Jawa Tengah 57552"
320,320,CARSOME Bandung Inspection Center,,021 50202030,"Jl Jenderal Gatot Subroto No 57, Malabar,Kota Bandung, Kec Lengkong Jawa Barat, Kota Bandung 40262"
321,321,CARSOME MT Haryono Experience Center,,021 50202030,"MT Haryono St No Kav 30 & 31, RT1/RW14,, Jakarta Selatan East Tebet, DKI Jakarta 12820"
322,322,CARSOME Puri Inspection Center,,021 50202030,"Nomor 38, Rukan Puri Mansion, Jl Lkr Luar Barat, RT2/RW1,Kembangan, Kota Jakarta Barat, Blok A, West Jakarta Daerah Khusus Ibukota, DKI Jakarta 11610"
323,323,Anugerah 88,pt_surya_terang@.......com,0822-6753-1029,"112-A Jalan Imam Bonjol Nomor 112-A, Kelurahan Karya, Kecamatan Tanjungbalai Selatan Kota Tanjung Balai, Provinsi Sumatra Utara 21314"
324,324,Apple Tree Toys N Party,datamayamitraparts@.......com,0812-9005-969,"Jl Rempoa Permai No 36,, 15412"
325,325,Ibu Djoko Catering & Party Service,tritunggaldharma@.......com,021 7805529,"Jl Cilandak KKO No 41,, 12550"
326,326,raflesia event organizer & party equipment,raflesia_centre@.......com,021 92655666,"jl batu ampar 3 no 3 condet jakarta timur, jakarta Jakarta, 10110"
327,327,Executive Office Space & Virtual Office Services,info@.......com,0623 61289260,
328,328,Heart Space Bali - Healing & Yoga Ubud,,0881-0374-13517,"Nyuh Kuning Rd, MAS, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali, Indonesia 80571"
329,329,DearAstrid Story Sharing Space | Psikolog Surabaya,,0812-1667-1214,"Royal Residence BS-12 No. 56, Surabaya, Indonesia 60227"
330,330,Honda Tiger,hermas.nikolas@.......com,,
331,331,CV. Mitra Liftindo Pratama,sales@.......com,0813-4959-6019,"Jl. Tatah Bangkal luar, Banjarmasin Central Kalimantan, 70247"
332,332,RC Niagara,borneoelevator@.......com,021 66552002,"Jl KH Agus Salim 120, Jakarta Jakarta, 10350"
333,333,TANAMA,info@.......co.cc,0838-7098-8559,"Purimas Garden D5, Palembang South Sumatra, 325411"
334,334,PT. Arita Prima Indonesia Cabang Bandung,,022 88881110,"Jl. Terusan Buah Batu, Buah Batu Commercial Area No. 1 Bandung 40286, Bandung West Java, 40286"
335,335,PT.Aman Global Pasific,bengkelanugerah88@.......com,0888-0320-9867,"Jl.jemursari 2h Surabaya, Surabaya East Java, 60237"
336,336,Alpha Omega Mulya Abadi,byonics@.......com,,
337,337,Cipta Lestari Teknik,,021 6631062,"Jl Jembatan Tiga Raya No 5M, Jakarta Utara Jakarta, 14450"
338,338,Inverator,paijowijaya@.......com,0819-3183-5247,"Kebumen Central Java, 54311"
339,339,Water Treatment indonesia,megact_diesel@.......com,0852-2845-4948,"Hotline Office, Denpasar Bali, 80361"
340,340,"jual, rental/sewa forklift",appletreeshop@.......com,0812-9046-3464,"jl.wijaya kusuma ll no.q244 rempoa ciputat, tangerang selatan Banten, 15412"
341,341,United Marine Indonesia,wtpro.indo@.......com,0622 16509695,"Jl. Danau sunter selatan, Kompleks ruko royal sunter blok E no12, Jakarta Jakarta, 14350"
342,342,Intermesindo,info@.......com,021 55657279,
343,343,Ud. Cipta Unit Part Service,marketing@.......com,0812-9962-599,
344,344,Turbomachinery Part Manufacturing Indonesia Co,sales@.......co.id,0627 834634,
345,345,"Autolube System, Jual Spare Part AutolubeSystem, Installasi Autolube, Maintenance Autolube, Autolube Alat Berat mesin industri dan juga pertambangan",supplier@.......com,021 71357686,"Roko Bukit Dago Blok AA.6 No. 11, Jakarta Banten, 16340"
346,346,Honda Tiger,sales@.......com,,
347,347,Multi Motor,portalmsc@.......com,0341 560359,"Jl Raya Tlogomas 28, Malang Jawa Timur"
348,348,Otomasi,sales@.......com,0899-9993-622,"Jl Raya Fatmawati Kav 26i, Jakarta Selatan Jakarta, 12450"
349,349,PD Mega,byonics@.......com,022 4230078,"Jl. Cikawao 49, Bandung West Java, 40261"
350,350,Rental Genset,mwkhighlander@.......com,0877-8660-4593,"Pergudangan prima centre blok D5 Pergudangan prima centre blok D5 jl.raya pool ppd pesing poglar ray, Jakarta Jakarta, 1710"
351,351,Karya Teknik,,0812-8889-3935,"Bekasi, Bekasi West Java, 17510"
352,352,Standard Diesel,bandung@.......com,061 7343689,"Jl. Plaju No.17 Medan 20214, Medan North Sumatra, 20214"
353,353,CV. Cahaya Teknik,ciptaunitpartservice@.......co.id,0812-1779-8416,"Jl. Lidah Kulon 3B/21 Surabaya, Surabaya East Java, 60213"
354,354,Specialized Diesel Injection Pump,,0812-5346-276,"Jl.PM.Noor Perum Bumi Sempaja GH-20, Samarinda - East Kalimantan East Kalimantan, 75117"
355,355,Sumber Teknik,tech_trust@.......co.id,0629 1821078,"Jl. Bhineka 18, Saumlaki Maluku, 97664"
356,356,Tekno Coat Nusindo,,0622 14251815,"Jl Letjen Suprapto No 5,, 10530"
357,357,Minindo Jaya,megapompa@.......co.id,0625 42876386,"Jl MT Haryono123,, 76114"
358,358,Tekno Coat Nusindo,sales@.......com,021 62308336,"Lindeteves Trade Center Lt UG blok C 21 No 3,, 10120"
359,359,Minindo Jaya,,0622 14201815,"Jl Letjen Suprapto No 5,, 10530"
360,360,Tekno Coat Nusindo,sumber_teknik.saumlaki@.......com,021 89900203,"Jl Inti 1 Blok C1 No 8,, 17550"
361,361,putra-art,,0838-6563-2762,"tumang sari,cepogo,boyolali, Boyolali Central Java, 57362"
362,362,KING WORLD SPORT,tech.marzdirgaraya@.......com,0853-7072-0892,"Jl Jend Gatot Subroto 30 Medan - NORTH SUMATERA - INDONESIA, Medan North Sumatra, 20135"
363,363,PT Buanacakra Kencanapratama,putraart44@.......com,0622 16009788,"Jl. Raya Taman Sari 56 BE, Indonesia Jakarta, 11150"
364,364,cv.portal kerja bersama,,0812-9046-3464,"jl.wijaya kusuma ll no.q244 rempoa ciputat timur, tangerang selatan Banten, 15412"
365,365,CENTRAL COMP,,021 44833012,"CILINCING LAMA 1 NO 30 CILINCING RAYA JAKARTA UTARA 14120, JAKARTA Jakarta, 14120"
366,366,ridlo04@gmail.com,ridlo04@gmail.com,0857-4007-7472,"Jl.sinar asih 3/967i, Semarang Central Java, 50192"
367,367,AUTO ROTARY bintaro AC Mobil,shelistd@.......com,021 7342209,"Jl. RC Veteran no : 1a, Bintaro Raya. Tanah Kusir., Jakarta Selatan Jakarta, 12330"
368,368,VICTORIA,edypranantapurba@.......com,0815-6879-123,"YOGYAKARTA, Yogyakarta Yogyakarta, 55272"
369,369,PT. MULTISUKSES WAHANA KARYA,hary.candra@.......com,0858-1379-8688,"PESING POGLAR RAYA D5, JAKARTA BARAT, Jakarta Jakarta, 11710"
370,370,PT. PRIBUMI INTI SELARAS,ferryjensenlie@.......co.id,,"Jl. Prambanan Raya No. 15, Bekasi Jakarta, 17000"
371,371,PT. Herros Suplindo,pribumiselaras@.......com,0622 16298469,"JL Pangeran Jayakarta, Komplek 66 Blok. B No. 12, Jakarta Pusat, 10730, Jakarta Jakarta, 10730"
372,372,Arta Bali Tours,portalmsc@.......com,0622 731750,
373,373,PT. Ramtex,info@.......com,021 42900111,"Ruko Mega Grosir Cempaka Mas, Cempaka Putih Jakarta, 10640"
374,374,Rhoda Jaya Cv,jprjak@.......net.id,031 5457722,"Jl Penghela 50 A-B, Surabaya"
375,375,Fadil Bina Liberty Pt,jackson@.......co.id,061 8822015,"Jl Paya Bakung Iii-C/20 Bji, Medan"
376,376,Pagoda Sakti Jaya,,031 5353986,"Jl Achmad Jais 74 A, Surabaya"
377,377,Dwimitra Perkasa,,031 5315690,"Jl Bubutan 112, Surabaya"
378,378,CV.CIPTA MANUNGGAL PERSADA,cvcipta.manunggal_persada@.......com,0813-1538-1283,"JL.MAJA RAYA NO.18B LAGOA TJ PRIUK JAKARTA UTARA 14270, Jakarta Indonesia, JAKARTA UTARA Jakarta, 14270"
379,379,PUSKEPSRO,mail@.......com,,"ROXY SQUARE LT 1 BLOK B 8 NO 9, JAKARTA BARAT Jakarta, 11440"
380,380,Search Sports (www.search-sports.com),dng_s@.......com,0831-9477-8272,"Jl. Otto Iskandar Dinata 449-B, Bandung West Java, 60141"
381,381,Solo Antena,cahaya.teknik_sby@.......com,0817-0637-578,
382,382,PT. KARYA MANUNGGAL PRESISI,,,"Jl. Jababeka IX Blok P No.10 G,, Bekasi West Java, 17520"
383,383,PT. TRIGUNA SAKTI SEJAHTERA,storesearchsports@.......com,0821-1137-2739,"Perum Griya Hegar Asri Blok C 5 no. 1D, Bekasi East Java, 17814"
384,384,AxelaSport,jakarta_1802@.......co.id,061 64512319,"JL.Thamrin No.169 B, Medan North Sumatra, 20122"
385,385,sinar jaya teknik,sinarhariadi@.......com,031 81237376,"jl.wiyung taman bhakti no.52, Surabaya East Java, 60228"
386,386,Donny Herlinda Compressor Part Sales Pt,sales@.......com,031 7327894,"Jl Darmo Indahsari Iii Bl Cc/8, Surabaya"
387,387,"Sewa Genset, Rental Genset, SPBU part",imam@.......com,,"Jl. Fatmawati No 54 F, Jakarta Indonesia Jakarta, 124430"
388,388,PT. Teknograha Rekayasa,,022 70956276,"Jl. Cisaranten Kulon No.19, Bandung West Java, 40294"
389,389,PT. Agma Sentral Abadi,puskespro@.......com,021 85336415,"Jl. Raya Joglo No. 36 Joglo Kembangan, Jakarta Barat, Jakarta Jakarta, 11640"
390,390,Poweroad,agmasentral.abadi@.......com,0622 13511069,"Unit 2092, Jl Pecenongan Jakarta, 10120"
391,391,Transform your space with Vinyl Flooring-Decora Plastic,,0857-9613-7137,
392,392,Moradon,marketing@.......com,021 6510560,
393,393,GENSET INDONESIA,marketing@.......com,0812-8322-9226,"JL.MANGGA BESAR RAYA KOMPLEK 38 NO:38AN, JAKARTA Jakarta, 11150"
394,394,CITRAKARYA REKSAGUNA,rahman@.......com,0812-1884-0235,"SENTRA BISNIS BLOCK SB9 NO.1,JL.HARAPAN INDAH RAYA KOTA BEKASI, BEKASI West Java, 11732"
395,395,Logam Mulia Jaya,davidtandiono@.......com,021 54395931,"Jl. Raya Kapuk No. 89, Jakarta Utara Jakarta, 14460"
396,396,CV. Global Aftermarket,salessupport@.......com,021 32445122,"Jl H Mencong No 50, Banten West Java, 15151"
397,397,Obat Penghilang Tahi Lalat Swiss Paris Lotion,solo_antena@.......co.id,0857-0723-2000,"Perum Jaya Regency Blok G-18 Sidoarjo, Surabaya East Java, 60275"
398,398,Ria * All Event & Party * (ANR Management Group),gar.jkt@.......com,021 91686681,"Jl.Enim.No.29.Rt.6/2 .Tg.Priok.J-U, Jakarta - Utara Jakarta, 14330"
399,399,Systema Precision,marketing_lmj@.......com,021 53906777,
400,400,Rayika,sales@.......com,021 89836696,"Jl Durentiga Raya no9, Jakarta Jakarta, 12760"
401,401,PT Diprintz,diprintz11@.......com,0813-8816-7158,"Kinibalu Street No.41A Cilacap, Jawa Tengah, Jawa Tengah Cilacap, Indonesia 53212"
402,402,boilers service,contact@.......com,0821-1199-9918,"JL Panda VI NO 18 Cikarang Pusat Jababeka Indonesia jakarta, Bekasi West Java, 17815"
403,403,Gading Jaya,,021 6262013,"Pertokoan Glodok Jaya lt 4 blok C 46,, Jakarta Jakarta, 11180"
404,404,kellydiesel,,021 82607266,"jln raya margi utami, bantargebang-bekasi, Bekasi East Java, 17151"
405,405,Ud Pertama Motor,,031 70437873,"Jalan Raya Balongpanggang Timur Bri, Gresik Jawa Timur"
406,406,Michaelbzone,agus_pribadi1808@.......com,0813-9610-2237,"Taman Meruya Ilir Blok D10 / 37, Jakarta Jakarta, 11620"
407,407,Troyevan Saragih,pt.karyamanunggal@.......co.id,0818-0813-1677,
408,408,Grahadika Adipurna,gadingjayajakarta@.......com,021 4201909,"JL Garuda 80 B, Jakarta Jakarta, 10620"
409,409,Bajra Bali,bajrajaya@.......com,0812-3977-140,
410,410,THE STATION,tanti.ads@.......com,022 91250460,"SETRAMURNI 1, BANDUNG Central Java, 40152"
411,411,Andalan Putra Motor,andalanputramotor@.......com,061 69965048,"Jl Mesjid No.25, Medan North Sumatra, 21124"
412,412,Ruth's Chris Steak House,,62215221178,"Somerset Grand Citra, Ground Floor, Jalan Prof. Dr. Satrio Kav. 1, Jakarta Selatan, JK 12940"
413,413,PT BUANA ASIATAMA,kellydiesel_78@.......co.id,,"Jl.Panjang Arteri Kedoya no 9A, Jakarta Jakarta, 11520"
414,414,Ji-Track,thestationcbr@.......com,021 82482943,"Jalan Transyogie Km.6 Perumahan Legenda Wisata, Ruko Litlle China Blok JB-2, Cibubur Jakarta, 16965"
415,415,Gemilanglestarit.co.cc,utindo.creativeworks@.......com,0283 344844,
416,416,PT. Pompa-Electronic,polychemsales@.......com,0896-2760-6910,"Jl.Veteran Selatan II 205-E Mamajang Dalam, Makassar South Sulawesi, 90135"
417,417,place bikes ( place-bikes.com ),infogemilang@.......com,0853-7072-0893,"Jl Pandu 93/2,Pasar Baru,Medan, Medan North Sumatra, 20245"
418,418,place bikes ( place-bikes.com ),,0853-7072-0893,"placebikes1@gmail.com, Medan South Sumatra, 20245"
419,419,CV. UNITED MULTI ORDER INDONESIA,placebikes2011@.......com,021 88956503,"Jl.Kh.Mochtar Tabrani, Perwira Blok A16 No.1, Jakarta Raya Jakarta, 17122"
420,420,Erzet Industrial Teknik Pt,riarachman41@.......co.id,021 8004171,"Jl Al Falah 6, Jakarta"
421,421,Escalator Second,natasha.pompaelectronic@.......com,0812-8848-618,
422,422,oli total,nurhadi2001@.......com,021 99041595,"Heliconia Ext HO2, Harapan Indah, Bekasi East Java, 17131"
423,423,CV. METHA JAYA TEKNIK,info@.......com,031 8669280,"Jl. Ikan Arwana A/23 Tambakrejo, Sidoarjo East Java, 61256"
424,424,SINAR BADJA MULIA - Platbajabesi.com,platbajabesi@.......com,021 9271286,"Jl. Buni Raya No 46, Jakarta Jakarta, 11180"
425,425,BERKAH MANDIRI / KALVIN AC,k_sujiwo@.......com,,"JL RAYA ROROTAN RT 10/RW10 NO 3, JAKARTA UTARA Jakarta, 13910"
426,426,BALON PROMOSI,placebikes1@.......com,0813-1465-3383,"AREVA.ID Jl.Kramat Pulo Dalam 2 No.G 6c Senen, Jakarta Pusat DKI Jakarta, Indonesia 10450"
427,427,RAJANYA TUMBLER MURAH,,0858-8351-2578,"Jalan Setia, Kota Bks Jawa Barat, 17116"
428,428,Rajanya Promosi,,0812-9907-6453,"13 Jalan Hankam, Jakarta Daerah Khusus Ibukota Jakarta, 12550"
429,429,Pakarti Riken Indonesia,cahyobincent@.......com,021 30042648,"Tower Arcadia Selatan Unit CA / 05 / GF, Jakarta Utara Jakarta, 14240"
